,Unnamed: 0,image_id,path,diag,target,Class,is_ood
81,81,Normal- (3135),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3135).jpg,Normal,1,Healthy,False
82,82,Normal- (517),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (517).jpg,Normal,1,Healthy,False
83,83,Normal- (1040),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1040).jpg,Normal,1,Healthy,False
84,84,Normal- (3579),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3579).jpg,Normal,1,Healthy,False
85,85,Normal- (2164),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2164).jpg,Normal,1,Healthy,True
86,86,Normal- (2557),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2557).jpg,Normal,1,Healthy,True
87,87,Normal- (759),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (759).jpg,Normal,1,Healthy,True
88,88,Normal- (1254),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1254).jpg,Normal,1,Healthy,False
89,89,Normal- (82),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (82).jpg,Normal,1,Healthy,False
90,90,Normal- (2673),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2673).jpg,Normal,1,Healthy,False
91,91,Normal- (3232),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3232).jpg,Normal,1,Healthy,False
92,92,Normal- (330),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (330).jpg,Normal,1,Healthy,False
93,93,Normal- (3711),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3711).jpg,Normal,1,Healthy,True
94,94,Normal- (605),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (605).jpg,Normal,1,Healthy,False
95,95,Normal- (3354),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3354).jpg,Normal,1,Healthy,False
96,96,Normal- (437),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (437).jpg,Normal,1,Healthy,False
97,97,Normal- (158),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (158).jpg,Normal,1,Healthy,False
98,98,Normal- (301),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (301).jpg,Normal,1,Healthy,False
99,99,Normal- (2675),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2675).jpg,Normal,1,Healthy,False
100,100,Normal- (750),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (750).jpg,Normal,1,Healthy,False
101,101,Normal- (767),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (767).jpg,Normal,1,Healthy,True
102,102,Normal- (1855),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1855).jpg,Normal,1,Healthy,False
103,103,Normal- (2179),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2179).jpg,Normal,1,Healthy,True
104,104,Normal- (3455),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3455).jpg,Normal,1,Healthy,False
105,105,Normal- (3024),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3024).jpg,Normal,1,Healthy,False
106,106,Normal- (2921),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2921).jpg,Normal,1,Healthy,True
107,107,Normal- (1109),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1109).jpg,Normal,1,Healthy,False
108,108,Normal- (2839),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2839).jpg,Normal,1,Healthy,True
109,109,Normal- (3532),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3532).jpg,Normal,1,Healthy,False
110,110,Normal- (1644),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1644).jpg,Normal,1,Healthy,True
111,111,Normal- (1954),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1954).jpg,Normal,1,Healthy,True
112,112,Normal- (1949),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1949).jpg,Normal,1,Healthy,True
113,113,Normal- (2444),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2444).jpg,Normal,1,Healthy,False
114,114,Normal- (1298),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1298).jpg,Normal,1,Healthy,False
115,115,Normal- (1933),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1933).jpg,Normal,1,Healthy,True
116,116,Normal- (2954),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2954).jpg,Normal,1,Healthy,True
117,117,Normal- (3397),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3397).jpg,Normal,1,Healthy,True
118,118,Normal- (2431),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2431).jpg,Normal,1,Healthy,True
119,119,Normal- (2773),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2773).jpg,Normal,1,Healthy,True
120,120,Normal- (3709),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3709).jpg,Normal,1,Healthy,True
121,121,Normal- (81),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (81).jpg,Normal,1,Healthy,False
122,122,Normal- (978),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (978).jpg,Normal,1,Healthy,False
123,123,Normal- (2402),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2402).jpg,Normal,1,Healthy,False
124,124,Normal- (1658),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1658).jpg,Normal,1,Healthy,False
125,125,Normal- (2567),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2567).jpg,Normal,1,Healthy,False
126,126,Normal- (2805),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2805).jpg,Normal,1,Healthy,False
127,127,Normal- (2230),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2230).jpg,Normal,1,Healthy,True
128,128,Normal- (1673),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1673).jpg,Normal,1,Healthy,True
129,129,Normal- (83),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (83).jpg,Normal,1,Healthy,False
130,130,Normal- (2100),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2100).jpg,Normal,1,Healthy,True
131,131,Normal- (1700),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1700).jpg,Normal,1,Healthy,False
132,132,Normal- (859),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (859).jpg,Normal,1,Healthy,True
133,133,Normal- (39),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (39).jpg,Normal,1,Healthy,False
134,134,Normal- (1668),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1668).jpg,Normal,1,Healthy,False
135,135,Normal- (1879),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1879).jpg,Normal,1,Healthy,False
136,136,Normal- (1897),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1897).jpg,Normal,1,Healthy,False
137,137,Normal- (2291),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2291).jpg,Normal,1,Healthy,False
138,138,Normal- (2955),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2955).jpg,Normal,1,Healthy,True
139,139,Normal- (3830),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3830).jpg,Normal,1,Healthy,True
140,140,Normal- (1465),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1465).jpg,Normal,1,Healthy,False
141,141,Normal- (1146),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1146).jpg,Normal,1,Healthy,False
142,142,Normal- (337),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (337).jpg,Normal,1,Healthy,False
143,143,Normal- (1689),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1689).jpg,Normal,1,Healthy,False
144,144,Normal- (1679),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1679).jpg,Normal,1,Healthy,False
145,145,Normal- (2113),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2113).jpg,Normal,1,Healthy,False
146,146,Normal- (1175),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1175).jpg,Normal,1,Healthy,False
147,147,Normal- (2767),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2767).jpg,Normal,1,Healthy,False
148,148,Normal- (3338),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3338).jpg,Normal,1,Healthy,True
149,149,Normal- (2472),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2472).jpg,Normal,1,Healthy,False
150,150,Normal- (3646),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3646).jpg,Normal,1,Healthy,False
151,151,Normal- (1916),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1916).jpg,Normal,1,Healthy,False
152,152,Normal- (2193),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2193).jpg,Normal,1,Healthy,True
153,153,Normal- (3544),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3544).jpg,Normal,1,Healthy,False
154,154,Normal- (3648),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3648).jpg,Normal,1,Healthy,False
155,155,Normal- (607),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (607).jpg,Normal,1,Healthy,False
156,156,Normal- (1584),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1584).jpg,Normal,1,Healthy,False
157,157,Normal- (1530),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1530).jpg,Normal,1,Healthy,False
158,158,Normal- (2515),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2515).jpg,Normal,1,Healthy,True
159,159,Normal- (18),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (18).jpg,Normal,1,Healthy,False
160,160,Normal- (1985),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1985).jpg,Normal,1,Healthy,True
161,161,Normal- (3091),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3091).jpg,Normal,1,Healthy,False
162,162,Normal- (1267),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1267).jpg,Normal,1,Healthy,False
163,163,Normal- (2418),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2418).jpg,Normal,1,Healthy,False
164,164,Normal- (3523),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3523).jpg,Normal,1,Healthy,True
165,165,Normal- (1258),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1258).jpg,Normal,1,Healthy,False
166,166,Normal- (3672),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3672).jpg,Normal,1,Healthy,False
167,167,Normal- (466),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (466).jpg,Normal,1,Healthy,False
168,168,Normal- (3592),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3592).jpg,Normal,1,Healthy,False
169,169,Normal- (1836),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1836).jpg,Normal,1,Healthy,False
170,170,Normal- (2109),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2109).jpg,Normal,1,Healthy,False
171,171,Normal- (3446),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3446).jpg,Normal,1,Healthy,False
172,172,Normal- (3274),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3274).jpg,Normal,1,Healthy,False
173,173,Normal- (2025),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2025).jpg,Normal,1,Healthy,True
174,174,Normal- (1814),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1814).jpg,Normal,1,Healthy,False
175,175,Normal- (2203),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2203).jpg,Normal,1,Healthy,True
176,176,Normal- (497),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (497).jpg,Normal,1,Healthy,False
177,177,Normal- (121),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (121).jpg,Normal,1,Healthy,False
178,178,Normal- (2189),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2189).jpg,Normal,1,Healthy,True
179,179,Normal- (970),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (970).jpg,Normal,1,Healthy,False
180,180,Normal- (2734),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2734).jpg,Normal,1,Healthy,False
181,181,Normal- (1960),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1960).jpg,Normal,1,Healthy,True
182,182,Normal- (1451),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1451).jpg,Normal,1,Healthy,False
183,183,Normal- (2853),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2853).jpg,Normal,1,Healthy,True
184,184,Normal- (908),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (908).jpg,Normal,1,Healthy,True
185,185,Normal- (404),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (404).jpg,Normal,1,Healthy,False
186,186,Normal- (103),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (103).jpg,Normal,1,Healthy,False
187,187,Normal- (2114),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2114).jpg,Normal,1,Healthy,False
188,188,Normal- (2579),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2579).jpg,Normal,1,Healthy,True
189,189,Normal- (247),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (247).jpg,Normal,1,Healthy,True
190,190,Normal- (963),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (963).jpg,Normal,1,Healthy,False
191,191,Normal- (3551),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3551).jpg,Normal,1,Healthy,False
192,192,Normal- (1642),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1642).jpg,Normal,1,Healthy,True
193,193,Normal- (183),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (183).jpg,Normal,1,Healthy,False
194,194,Normal- (564),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (564).jpg,Normal,1,Healthy,False
195,195,Normal- (537),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (537).jpg,Normal,1,Healthy,False
196,196,Normal- (2908),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2908).jpg,Normal,1,Healthy,True
197,197,Normal- (1018),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1018).jpg,Normal,1,Healthy,True
198,198,Normal- (540),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (540).jpg,Normal,1,Healthy,False
199,199,Normal- (710),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (710).jpg,Normal,1,Healthy,False
200,200,Normal- (1126),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1126).jpg,Normal,1,Healthy,False
201,201,Normal- (3527),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3527).jpg,Normal,1,Healthy,False
202,202,Normal- (3726),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3726).jpg,Normal,1,Healthy,True
203,203,Normal- (749),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (749).jpg,Normal,1,Healthy,False
204,204,Normal- (1942),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1942).jpg,Normal,1,Healthy,True
205,205,Normal- (2229),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2229).jpg,Normal,1,Healthy,False
206,206,Normal- (1768),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1768).jpg,Normal,1,Healthy,False
207,207,Normal- (3021),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (3021).jpg,Normal,1,Healthy,False
208,208,Normal- (1654),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1654).jpg,Normal,1,Healthy,True
209,209,Normal- (2255),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (2255).jpg,Normal,1,Healthy,True
210,210,Normal- (342),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (342).jpg,Normal,1,Healthy,False
211,211,Normal- (1249),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1249).jpg,Normal,1,Healthy,False
212,212,Normal- (1753),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1753).jpg,Normal,1,Healthy,True
213,213,Normal- (553),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (553).jpg,Normal,1,Healthy,False
214,214,Normal- (1091),/content/data/HRCT Chest Covid Data CT SCAN/Normal/Normal- (1091).jpg,Normal,1,Healthy,False
